,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
2872,Bachelors,2017,New Delhi,2,28,Female,No,4,0
2873,PHD,2016,Bangalore,3,30,Female,No,5,0
2875,Bachelors,2017,Pune,2,29,Male,No,3,0
2877,Bachelors,2015,Bangalore,3,27,Male,No,5,0
2878,Bachelors,2013,Pune,3,30,Male,No,0,0
2880,Bachelors,2015,New Delhi,3,28,Female,No,3,0
2883,Masters,2014,New Delhi,3,28,Male,No,0,0
2884,Bachelors,2015,Bangalore,3,28,Male,No,2,0
2885,Masters,2015,Pune,2,30,Female,No,1,0
2886,Masters,2017,New Delhi,2,27,Female,No,5,0
2887,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2888,Bachelors,2013,Pune,3,27,Male,No,5,0
2890,Masters,2017,New Delhi,3,29,Male,No,2,0
2891,Bachelors,2012,Bangalore,3,30,Female,No,1,0
2894,Bachelors,2016,Bangalore,3,27,Female,No,5,0
2895,Bachelors,2017,New Delhi,2,28,Male,No,2,0
2897,Bachelors,2016,New Delhi,1,29,Female,No,1,0
2899,Bachelors,2012,Bangalore,3,29,Male,Yes,2,0
2900,PHD,2014,Bangalore,3,27,Male,No,5,0
2901,Bachelors,2013,Bangalore,3,27,Male,Yes,5,0
2903,Masters,2017,New Delhi,2,30,Male,No,2,0
2905,Bachelors,2012,Bangalore,3,26,Male,No,4,0
2906,Bachelors,2015,Pune,3,28,Male,No,5,0
2907,Bachelors,2017,New Delhi,2,29,Female,No,5,0
2908,Bachelors,2014,Bangalore,3,30,Male,No,0,0
2909,Bachelors,2017,Bangalore,3,30,Male,No,0,0
2910,Bachelors,2014,Pune,3,28,Male,No,2,0
2911,Bachelors,2013,New Delhi,3,28,Female,No,1,0
2912,Bachelors,2016,New Delhi,3,26,Female,No,4,0
2913,Bachelors,2012,New Delhi,3,28,Female,No,0,0
2914,Bachelors,2017,Bangalore,3,29,Male,No,0,0
2917,Bachelors,2017,New Delhi,3,26,Female,No,4,0
2919,Bachelors,2014,Bangalore,3,26,Male,No,4,0
2922,Bachelors,2017,Bangalore,3,26,Male,No,4,0
2924,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2925,Bachelors,2013,Bangalore,3,29,Female,No,3,0
2926,Bachelors,2015,Bangalore,3,29,Male,No,5,0
2927,Bachelors,2017,New Delhi,3,30,Female,No,3,0
2928,Bachelors,2015,Pune,3,29,Male,No,0,0
2929,Bachelors,2013,Bangalore,3,27,Female,Yes,5,0
2930,Bachelors,2016,Bangalore,3,26,Male,No,4,0
2932,Bachelors,2012,Bangalore,3,28,Male,No,2,0
2933,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2935,Bachelors,2017,Bangalore,1,29,Female,No,5,0
2936,Bachelors,2017,Bangalore,3,27,Male,No,5,0
2938,Masters,2014,New Delhi,3,28,Female,No,2,0
2940,Bachelors,2012,Bangalore,3,28,Male,No,0,0
2941,Masters,2017,Pune,2,27,Male,No,5,0
2942,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2947,Bachelors,2017,New Delhi,2,27,Male,No,5,0
2948,Bachelors,2012,Bangalore,3,28,Female,No,3,0
2949,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2950,Masters,2017,New Delhi,3,27,Male,No,5,0
2952,Bachelors,2013,Pune,3,28,Male,No,0,0
2953,Bachelors,2012,Pune,3,26,Male,No,4,0
2956,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2958,Bachelors,2014,Bangalore,3,30,Female,No,2,0
2959,Bachelors,2014,Bangalore,3,29,Female,No,2,0
2960,Bachelors,2017,Pune,3,26,Male,Yes,4,0
2961,Bachelors,2013,Bangalore,3,28,Male,No,0,0
2963,Bachelors,2016,Bangalore,3,30,Female,No,3,0
2965,PHD,2015,New Delhi,3,29,Male,No,4,0
2966,Bachelors,2017,New Delhi,2,26,Female,No,4,0
2967,Bachelors,2013,Bangalore,3,26,Female,No,4,0
2968,Bachelors,2014,Bangalore,1,28,Female,No,5,0
2969,Bachelors,2014,Pune,3,30,Male,No,0,0
2972,Bachelors,2015,Bangalore,3,26,Male,No,4,0
2973,Bachelors,2016,New Delhi,3,29,Female,No,0,0
2974,Bachelors,2015,Bangalore,3,27,Female,No,5,0
2976,PHD,2015,New Delhi,2,27,Female,No,5,0
2977,Masters,2013,Pune,1,30,Male,No,1,0
2978,Bachelors,2012,Pune,3,26,Male,No,4,0
2981,PHD,2013,New Delhi,3,30,Male,No,5,0
2982,Bachelors,2013,Bangalore,3,28,Male,No,0,0
2984,Bachelors,2017,Bangalore,3,29,Male,No,1,0
2985,Bachelors,2013,Bangalore,3,26,Male,No,4,0
2986,Bachelors,2012,Pune,3,26,Male,No,4,0
2987,Bachelors,2014,Pune,3,26,Male,No,4,0
2988,Bachelors,2015,Pune,3,29,Male,No,0,0
2989,Bachelors,2014,Bangalore,1,26,Male,No,4,0
2996,PHD,2012,New Delhi,3,37,Female,No,5,0
2997,Bachelors,2012,Pune,3,31,Male,No,4,0
2999,Bachelors,2017,Bangalore,3,33,Male,No,2,0
3000,Masters,2017,Pune,2,37,Male,No,2,0
3001,Bachelors,2014,Pune,3,31,Male,Yes,1,0
3002,Masters,2017,Bangalore,3,40,Female,No,4,0
3003,Bachelors,2017,New Delhi,2,32,Male,No,0,0
3004,Bachelors,2016,Bangalore,3,41,Male,No,0,0
3006,Bachelors,2014,Pune,3,34,Male,No,3,0
3007,Bachelors,2017,Bangalore,3,31,Male,No,0,0
3009,Bachelors,2015,Pune,3,41,Male,No,5,0
3010,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3012,Bachelors,2015,Bangalore,3,37,Male,Yes,3,0
3013,Bachelors,2016,Bangalore,3,32,Male,No,1,0
3014,Masters,2017,New Delhi,3,36,Female,No,5,0
3015,Bachelors,2014,Bangalore,3,36,Male,No,3,0
3016,Bachelors,2015,Bangalore,3,36,Male,No,5,0
3017,Bachelors,2017,Bangalore,3,41,Male,Yes,3,0
3018,Bachelors,2015,Pune,3,39,Male,No,3,0
3019,Bachelors,2013,Pune,3,37,Male,No,0,0
3020,Bachelors,2013,Bangalore,3,32,Male,No,1,0
3021,Bachelors,2012,Bangalore,3,36,Male,No,2,0
3022,Bachelors,2013,Bangalore,3,36,Male,No,4,0
3023,Bachelors,2014,Bangalore,3,36,Male,No,1,0
3029,Bachelors,2017,Pune,2,38,Female,No,0,0
3031,Bachelors,2013,New Delhi,3,41,Female,No,4,0
3033,Bachelors,2017,New Delhi,2,41,Female,No,3,0
3034,Bachelors,2013,Pune,3,40,Male,No,5,0
3036,Masters,2017,New Delhi,2,36,Male,No,5,0
3037,Bachelors,2013,New Delhi,3,33,Female,No,1,0
3038,Bachelors,2014,Bangalore,3,39,Male,Yes,0,0
3039,Bachelors,2013,Bangalore,3,39,Male,No,0,0
3040,Bachelors,2014,Bangalore,3,33,Male,No,4,0
3041,Bachelors,2017,Pune,3,32,Male,No,5,0
3043,Bachelors,2014,Bangalore,3,36,Male,No,5,0
3045,Bachelors,2013,Bangalore,3,37,Female,No,5,0
3047,Bachelors,2017,Bangalore,3,36,Male,No,5,0
3048,Masters,2013,New Delhi,3,41,Male,No,0,0
3049,Bachelors,2017,Bangalore,3,33,Male,No,2,0
3051,Bachelors,2015,Bangalore,3,34,Male,No,5,0
3052,Bachelors,2012,Bangalore,3,34,Male,No,1,0
3053,Bachelors,2015,Pune,3,35,Male,Yes,5,0
3054,Bachelors,2012,Bangalore,3,39,Female,No,2,0
3055,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3057,Masters,2015,Pune,2,35,Female,No,1,0
3058,Bachelors,2012,Bangalore,3,33,Male,No,2,0
3059,Bachelors,2015,Bangalore,3,39,Male,No,3,0
3060,Masters,2017,New Delhi,2,35,Male,Yes,2,0
3061,Bachelors,2017,New Delhi,2,31,Female,No,0,0
3062,Bachelors,2016,Bangalore,3,34,Male,Yes,4,0
3063,Bachelors,2013,Bangalore,3,40,Female,Yes,5,0
3064,Bachelors,2016,New Delhi,3,31,Female,No,4,0
3065,Bachelors,2016,Pune,3,33,Male,No,3,0
3066,Bachelors,2013,Bangalore,3,32,Male,No,5,0
3068,Bachelors,2014,Bangalore,3,39,Male,No,2,0
3070,Bachelors,2014,Bangalore,3,40,Female,No,4,0
3072,Bachelors,2017,Bangalore,3,35,Male,Yes,2,0
3073,Bachelors,2017,Bangalore,3,32,Male,No,1,0
3075,Bachelors,2017,Bangalore,3,40,Female,No,4,0
3081,Bachelors,2017,New Delhi,2,39,Male,No,2,0
3084,Bachelors,2012,Pune,3,31,Male,No,5,0
3086,Bachelors,2016,Bangalore,3,32,Male,No,1,0
3089,Bachelors,2012,Pune,3,34,Male,No,2,0
3090,Bachelors,2012,Bangalore,3,35,Female,No,1,0
3091,Bachelors,2015,Bangalore,3,40,Female,No,2,0
3092,Bachelors,2016,Bangalore,3,39,Female,No,1,0
3093,Bachelors,2017,Bangalore,3,39,Female,No,1,0
3095,Bachelors,2012,Pune,3,40,Male,No,2,0
3096,Bachelors,2012,Bangalore,1,36,Male,No,3,0
3097,Bachelors,2017,New Delhi,2,33,Female,No,2,0
3098,Masters,2014,New Delhi,3,33,Male,No,2,0
3101,Bachelors,2014,Bangalore,3,33,Female,No,1,0
3103,Masters,2017,New Delhi,1,40,Male,No,5,0
3104,Bachelors,2014,Bangalore,3,32,Male,No,4,0
3105,Bachelors,2017,New Delhi,3,38,Male,No,2,0
3106,Bachelors,2015,Bangalore,3,38,Male,No,4,0
3107,Bachelors,2015,Bangalore,3,32,Male,No,2,0
3109,Bachelors,2015,Bangalore,3,39,Female,No,0,0
3110,Masters,2017,Pune,2,41,Male,Yes,2,0
3112,Bachelors,2016,Pune,3,39,Male,No,5,0
3113,Bachelors,2014,Bangalore,3,40,Female,No,0,0
3114,Bachelors,2016,Bangalore,3,41,Male,No,1,0
3115,Masters,2015,Pune,2,34,Female,No,1,0
3117,Bachelors,2017,New Delhi,2,36,Male,No,2,0
3118,Bachelors,2015,Pune,3,37,Male,No,1,0
3119,Masters,2015,Pune,1,40,Female,No,1,0
3121,Bachelors,2017,New Delhi,2,36,Female,No,5,0
3123,PHD,2015,Pune,3,31,Female,No,1,0
3124,Bachelors,2012,Bangalore,3,31,Male,No,4,0
3125,Bachelors,2013,New Delhi,3,36,Female,No,5,0
3126,Bachelors,2014,Bangalore,3,35,Male,No,3,0
3128,Bachelors,2014,Bangalore,3,39,Male,Yes,1,0
3130,Bachelors,2013,Bangalore,3,38,Female,No,4,0
3132,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3134,Bachelors,2016,Pune,3,31,Male,No,1,0
3136,Bachelors,2016,New Delhi,3,34,Male,No,1,0
3137,Bachelors,2014,Bangalore,3,34,Male,Yes,3,0
3139,Masters,2017,Bangalore,2,41,Male,No,4,0
3140,Masters,2017,Pune,2,39,Female,No,3,0
3141,Masters,2017,New Delhi,2,38,Male,No,5,0
3142,Bachelors,2012,Bangalore,3,37,Male,No,4,0
3144,Bachelors,2014,Bangalore,3,37,Male,No,4,0
3145,Bachelors,2017,Bangalore,3,34,Male,No,5,0
3146,Bachelors,2014,Bangalore,1,39,Male,No,5,0
3148,Masters,2017,New Delhi,3,33,Male,No,5,0
3149,Bachelors,2012,Bangalore,3,33,Female,No,5,0
3150,Bachelors,2012,Bangalore,3,34,Male,No,4,0
3152,Bachelors,2012,Bangalore,3,33,Female,Yes,0,0
3153,Masters,2013,Pune,3,37,Male,No,2,0
3155,Bachelors,2013,New Delhi,3,37,Male,No,2,0
3156,Bachelors,2017,Bangalore,3,40,Male,Yes,1,0
3157,Masters,2016,New Delhi,3,32,Male,No,1,0
3159,Bachelors,2014,Bangalore,3,36,Male,No,4,0
3162,Bachelors,2015,Bangalore,3,38,Male,Yes,4,0
3163,Masters,2017,New Delhi,3,38,Male,No,2,0
3164,Bachelors,2012,Pune,3,39,Male,No,2,0
3165,Bachelors,2014,Bangalore,1,37,Male,No,5,0
3169,Bachelors,2014,Pune,3,40,Male,No,5,0
3170,Bachelors,2017,Bangalore,3,35,Female,No,3,0
3171,Bachelors,2012,Bangalore,3,41,Female,No,5,0
3172,Bachelors,2015,Bangalore,3,32,Male,No,4,0
3173,Bachelors,2013,Bangalore,3,41,Male,No,2,0
3175,Bachelors,2017,Pune,3,40,Male,No,3,0
3177,Masters,2017,New Delhi,2,36,Male,Yes,2,0
3178,Bachelors,2017,New Delhi,3,33,Female,No,2,0
3179,Bachelors,2014,Pune,3,41,Male,No,2,0
3180,Bachelors,2014,Bangalore,3,40,Female,No,3,0
3184,Bachelors,2016,New Delhi,3,32,Male,No,4,0
3185,Bachelors,2013,Bangalore,3,32,Female,No,4,0
3186,Bachelors,2014,Bangalore,3,38,Male,No,2,0
3188,Bachelors,2015,New Delhi,3,40,Male,No,2,0
3190,Bachelors,2017,Pune,3,37,Male,No,0,0
3191,PHD,2014,Bangalore,3,31,Male,No,1,0
3192,Bachelors,2014,Pune,3,34,Male,No,0,0
3195,Masters,2017,New Delhi,2,31,Male,No,1,0
3196,Bachelors,2017,Bangalore,3,35,Male,No,5,0
3197,PHD,2015,New Delhi,3,34,Female,No,4,0
3199,Bachelors,2017,Pune,3,31,Male,Yes,0,0
3200,Bachelors,2015,Bangalore,3,36,Female,No,5,0
3201,Masters,2017,New Delhi,3,38,Female,No,2,0
3202,Bachelors,2015,Pune,3,34,Male,No,4,0
3204,PHD,2013,Pune,3,35,Male,No,0,0
3207,Masters,2015,New Delhi,3,40,Male,No,2,0
3209,Bachelors,2013,Bangalore,3,38,Male,No,1,0
3212,Bachelors,2012,Bangalore,3,35,Male,No,1,0
3213,Bachelors,2013,New Delhi,3,37,Female,No,0,0
3215,Masters,2017,Pune,2,37,Female,No,1,0
3216,Masters,2017,Pune,2,39,Male,No,4,0
3220,Masters,2017,Pune,2,39,Female,No,2,0
3221,Bachelors,2012,Bangalore,3,38,Female,No,5,0
3222,Bachelors,2013,Bangalore,3,33,Male,No,3,0
3223,Bachelors,2014,Bangalore,3,36,Female,No,3,0
3224,Bachelors,2017,Bangalore,3,41,Male,No,5,0
3225,PHD,2012,New Delhi,3,40,Female,No,5,0
3227,Bachelors,2012,Bangalore,3,33,Female,No,1,0
3228,Bachelors,2015,Bangalore,3,39,Male,Yes,2,0
3229,Masters,2014,Pune,2,33,Female,No,5,0
3230,Bachelors,2015,Bangalore,3,35,Male,No,0,0
3231,Masters,2012,New Delhi,3,38,Male,No,2,0
3232,Bachelors,2016,Bangalore,3,36,Female,No,0,0
3234,Bachelors,2015,Bangalore,1,35,Male,No,5,0
3239,Bachelors,2016,Bangalore,3,36,Male,No,0,0
3240,Bachelors,2017,Pune,2,39,Male,No,3,0
3241,Bachelors,2015,Bangalore,3,38,Male,Yes,2,0
3243,Bachelors,2012,Bangalore,3,39,Female,No,5,0
3244,Bachelors,2017,Pune,3,36,Male,No,1,0
3245,Bachelors,2014,Bangalore,3,35,Male,No,1,0
3247,Bachelors,2012,Bangalore,3,41,Female,No,4,0
3248,Bachelors,2017,Bangalore,3,35,Female,No,4,0
3249,Bachelors,2015,Bangalore,1,40,Male,No,2,0
3251,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3253,Bachelors,2012,Bangalore,3,40,Male,No,0,0
3254,Bachelors,2017,New Delhi,2,36,Male,No,0,0
3255,Masters,2015,New Delhi,3,38,Female,No,0,0
3257,Bachelors,2016,Pune,3,40,Male,No,4,0
3258,Bachelors,2017,Bangalore,3,37,Female,No,4,0
3259,Bachelors,2015,New Delhi,3,38,Female,No,0,0
3260,Masters,2017,New Delhi,2,35,Female,No,2,0
3262,Bachelors,2012,Bangalore,3,38,Female,No,3,0
3263,Bachelors,2012,Pune,3,31,Female,No,5,0
3264,Masters,2016,New Delhi,3,33,Female,No,1,0
3266,Bachelors,2017,Bangalore,1,39,Male,No,0,0
3268,Bachelors,2014,New Delhi,3,38,Female,No,5,0
3269,Bachelors,2015,Bangalore,3,32,Male,No,0,0
3270,Bachelors,2017,Bangalore,3,34,Female,No,2,0
3271,Bachelors,2017,Bangalore,3,41,Male,No,1,0
3272,Masters,2012,Bangalore,3,40,Female,No,5,0
3274,Bachelors,2013,Bangalore,3,35,Male,No,0,0
3275,PHD,2013,New Delhi,1,36,Female,No,3,0
3276,Bachelors,2013,Bangalore,3,40,Female,No,4,0
3278,Masters,2017,New Delhi,2,37,Female,No,4,0
3279,Bachelors,2017,Bangalore,3,34,Male,No,3,0
3280,Bachelors,2012,Pune,3,36,Male,No,1,0
3281,Bachelors,2015,New Delhi,3,37,Male,No,4,0
3282,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3283,Bachelors,2017,New Delhi,2,39,Female,No,0,0
3285,Bachelors,2013,New Delhi,3,37,Female,No,1,0
3287,PHD,2014,Bangalore,3,38,Female,No,3,0
3289,Bachelors,2012,Bangalore,3,41,Male,No,5,0
3291,Bachelors,2012,Bangalore,3,37,Male,No,4,0
3296,Bachelors,2012,Pune,3,33,Male,No,2,0
3297,Bachelors,2017,Pune,3,33,Male,No,2,0
3298,Bachelors,2013,Pune,3,32,Male,No,2,0
3300,Bachelors,2013,New Delhi,3,38,Female,No,4,0
3301,Bachelors,2016,Bangalore,3,34,Male,Yes,2,0
3302,Bachelors,2016,Bangalore,1,39,Male,No,2,0
3303,Bachelors,2012,Bangalore,3,38,Male,No,2,0
3305,Bachelors,2017,Bangalore,3,35,Female,No,5,0
3306,Bachelors,2013,Bangalore,3,31,Male,No,2,0
3307,Bachelors,2012,Pune,3,33,Male,No,1,0
3310,Bachelors,2014,Bangalore,3,38,Male,No,0,0
3311,Bachelors,2012,Bangalore,3,31,Male,Yes,5,0
3312,PHD,2014,Bangalore,3,39,Male,No,1,0
3313,Bachelors,2016,New Delhi,3,40,Male,No,0,0
3316,Bachelors,2012,Bangalore,3,39,Male,No,0,0
3317,Bachelors,2013,Bangalore,3,35,Female,No,0,0
3318,Masters,2013,New Delhi,3,35,Male,No,2,0
3319,Bachelors,2013,Bangalore,3,35,Male,No,5,0
3320,Masters,2017,Bangalore,3,34,Female,No,4,0
3321,Bachelors,2014,Bangalore,3,41,Male,No,4,0
3322,Bachelors,2017,Bangalore,3,35,Male,No,5,0
3323,Bachelors,2013,Bangalore,3,40,Male,No,1,0
3325,Masters,2014,New Delhi,3,33,Male,No,3,0
3327,Bachelors,2016,Bangalore,3,39,Female,No,5,0
3329,Bachelors,2017,Bangalore,3,32,Male,No,5,0
3331,Bachelors,2014,Bangalore,3,31,Male,No,1,0
3332,Bachelors,2012,Bangalore,3,40,Male,No,3,0
3335,Bachelors,2016,Bangalore,3,37,Female,No,0,0
3336,Bachelors,2014,Bangalore,3,36,Female,No,3,0
3338,Bachelors,2014,Pune,3,37,Male,No,1,0
3339,Masters,2014,New Delhi,3,37,Male,No,2,0
3340,Masters,2017,New Delhi,3,32,Male,No,2,0
3341,Bachelors,2014,New Delhi,3,37,Male,No,3,0
3342,Bachelors,2017,Bangalore,3,36,Female,No,3,0
3344,Bachelors,2014,Bangalore,3,40,Male,No,0,0
3345,Bachelors,2012,Pune,3,32,Male,No,3,0
3348,Bachelors,2014,Pune,3,40,Male,No,5,0
3349,Bachelors,2017,Bangalore,3,34,Female,Yes,0,0
3350,Bachelors,2012,Bangalore,3,37,Male,No,3,0
3351,Bachelors,2017,Bangalore,3,35,Male,No,3,0
3352,Bachelors,2017,Pune,3,37,Female,No,2,0
3353,Bachelors,2012,New Delhi,3,35,Female,No,2,0
3355,Bachelors,2016,Bangalore,3,41,Male,No,4,0
3356,Masters,2017,New Delhi,3,37,Female,No,3,0
3358,Bachelors,2018,Bangalore,1,36,Male,Yes,1,0
3360,Bachelors,2014,Bangalore,3,40,Female,No,0,0
3361,Bachelors,2017,Bangalore,3,34,Male,No,3,0
3363,Bachelors,2016,Pune,3,38,Male,No,0,0
3366,Bachelors,2016,Bangalore,3,31,Male,No,3,0
3367,Bachelors,2013,Bangalore,1,40,Male,No,2,0
3368,Bachelors,2017,Bangalore,3,40,Female,No,4,0
3369,Bachelors,2015,Bangalore,3,31,Male,No,1,0
3370,Masters,2017,Pune,2,36,Male,No,2,0
3371,Bachelors,2017,Bangalore,3,38,Male,Yes,2,0
3376,Bachelors,2015,Pune,3,34,Male,No,5,0
3379,Bachelors,2012,Bangalore,3,31,Female,No,3,0
3380,PHD,2016,New Delhi,3,40,Male,No,1,0
3381,Bachelors,2015,Bangalore,3,37,Female,No,0,0
3382,Masters,2017,New Delhi,3,40,Female,No,0,0
3383,Bachelors,2013,Bangalore,3,31,Male,No,1,0
3384,Bachelors,2017,Bangalore,3,32,Male,No,2,0
3385,Bachelors,2017,Bangalore,3,34,Female,Yes,1,0
3387,Masters,2015,New Delhi,3,37,Male,No,2,0
3388,Bachelors,2015,Bangalore,3,40,Female,No,1,0
3389,Masters,2017,Pune,2,35,Male,No,2,0
3390,Bachelors,2012,Bangalore,3,39,Male,No,3,0
3391,Bachelors,2017,Pune,3,41,Male,No,4,0
3392,Bachelors,2015,Bangalore,3,36,Male,No,4,0
3393,Bachelors,2014,Bangalore,3,32,Male,No,5,0
3394,Bachelors,2013,Bangalore,3,41,Male,No,2,0
3395,Bachelors,2013,Bangalore,3,32,Male,No,0,0
3396,Bachelors,2017,Bangalore,3,36,Male,No,2,0
3397,Bachelors,2013,Bangalore,3,40,Male,No,4,0
3399,Bachelors,2016,Bangalore,3,38,Male,No,1,0
3402,Bachelors,2016,Bangalore,3,36,Female,No,1,0
3403,Bachelors,2014,Bangalore,3,35,Female,No,4,0
3404,Bachelors,2016,Bangalore,3,31,Male,No,2,0
3405,PHD,2015,Pune,3,37,Male,No,2,0
3406,Bachelors,2013,Bangalore,3,41,Female,No,4,0
3407,Bachelors,2013,Bangalore,3,31,Male,No,0,0
3408,Bachelors,2017,New Delhi,2,36,Male,No,2,0
3409,Bachelors,2015,New Delhi,3,32,Male,No,1,0
3410,Bachelors,2017,Bangalore,3,34,Male,No,0,0
3411,Bachelors,2015,Bangalore,3,39,Female,No,0,0
3413,Bachelors,2017,New Delhi,2,36,Male,No,3,0
3415,Bachelors,2017,Pune,2,33,Male,No,1,0
3418,Bachelors,2017,Pune,3,31,Male,No,1,0
3419,Bachelors,2013,Pune,3,37,Male,No,2,0
3421,Bachelors,2013,Pune,3,34,Male,Yes,5,0
3424,Bachelors,2013,Bangalore,3,39,Male,No,2,0
3426,Bachelors,2017,New Delhi,2,41,Male,No,1,0
3427,Bachelors,2016,Bangalore,3,36,Male,No,2,0
3429,Bachelors,2012,Bangalore,3,32,Male,No,5,0
3431,Bachelors,2017,Bangalore,3,39,Male,No,2,0
3432,Masters,2017,New Delhi,2,36,Male,Yes,2,0
3433,Bachelors,2013,Pune,3,33,Male,No,4,0
3434,Bachelors,2013,Pune,3,32,Male,Yes,5,0
3436,Bachelors,2015,Bangalore,3,36,Male,No,1,0
3437,Masters,2014,Pune,3,39,Male,No,4,0
3439,Bachelors,2012,Bangalore,3,37,Male,No,3,0
3440,Masters,2015,Pune,1,38,Female,No,0,0
3441,Bachelors,2017,New Delhi,3,40,Male,No,1,0
3442,Bachelors,2013,Bangalore,3,34,Female,No,2,0
3443,Bachelors,2013,Bangalore,3,31,Male,Yes,4,0
3445,Bachelors,2013,Bangalore,3,37,Male,No,2,0
3446,Bachelors,2012,New Delhi,3,33,Male,No,3,0
3447,Bachelors,2015,Bangalore,3,36,Male,Yes,4,0
3448,Bachelors,2014,Bangalore,3,35,Female,No,4,0
3449,Bachelors,2014,Bangalore,3,34,Male,No,5,0
3451,Masters,2014,New Delhi,3,39,Male,No,2,0
3453,Masters,2014,New Delhi,3,34,Male,No,5,0
3455,Bachelors,2015,New Delhi,3,32,Female,No,2,0
3459,Masters,2017,New Delhi,3,35,Male,Yes,2,0
3461,Bachelors,2016,Bangalore,3,37,Male,No,0,0
3462,Bachelors,2013,Bangalore,3,38,Female,No,4,0
3463,Bachelors,2015,Bangalore,3,41,Male,No,0,0
3465,Bachelors,2017,Bangalore,3,39,Female,No,3,0
3466,Bachelors,2017,Pune,2,32,Male,No,2,0
3468,Bachelors,2016,Bangalore,3,40,Male,No,0,0
3470,Bachelors,2015,Bangalore,3,38,Male,Yes,4,0
3474,Bachelors,2012,Bangalore,3,41,Male,Yes,0,0
3475,Bachelors,2017,New Delhi,2,35,Female,No,5,0
3476,Bachelors,2013,Bangalore,3,36,Male,No,5,0
3477,Bachelors,2013,Pune,3,37,Male,No,1,0
3478,Bachelors,2013,New Delhi,1,37,Female,No,1,0
3479,Bachelors,2014,Bangalore,3,39,Male,No,5,0
3480,Bachelors,2017,Bangalore,3,38,Female,No,2,0
3483,Bachelors,2013,Bangalore,3,32,Female,No,1,0
3485,Bachelors,2017,Bangalore,3,32,Male,No,5,0
3487,Masters,2014,Pune,3,36,Female,No,2,0
3489,Bachelors,2017,Bangalore,3,34,Male,Yes,0,0
3490,Bachelors,2016,Bangalore,3,35,Male,No,4,0
3491,Masters,2015,New Delhi,3,38,Male,No,1,0
3492,Bachelors,2016,Bangalore,3,32,Male,Yes,5,0
3495,Masters,2017,New Delhi,2,36,Male,No,3,0
3496,Bachelors,2012,Bangalore,3,41,Male,No,3,0
3497,Bachelors,2017,Pune,3,37,Female,No,5,0
3500,Bachelors,2017,Bangalore,3,41,Male,No,1,0
3501,Bachelors,2015,New Delhi,3,35,Female,No,3,0
3502,Bachelors,2015,Bangalore,3,37,Female,No,5,0
3503,Bachelors,2016,Bangalore,3,34,Male,No,4,0
3504,Masters,2017,Bangalore,2,40,Female,Yes,2,0
3506,Bachelors,2013,Pune,3,37,Male,No,2,0
3508,Bachelors,2014,Bangalore,3,35,Female,No,2,0
3510,Bachelors,2013,New Delhi,3,41,Female,No,1,0
3511,Masters,2017,New Delhi,2,40,Male,No,2,0
3512,Bachelors,2016,Bangalore,3,37,Male,No,2,0
3514,Bachelors,2015,Bangalore,3,39,Male,No,5,0
3515,Masters,2015,Pune,2,33,Female,No,4,0
3517,Bachelors,2012,Bangalore,3,36,Male,No,5,0
3518,Bachelors,2015,Bangalore,3,38,Male,No,3,0
3519,Bachelors,2017,New Delhi,2,37,Female,No,5,0
3520,Masters,2017,New Delhi,3,34,Female,No,2,0
3522,Bachelors,2013,Bangalore,3,38,Male,No,5,0
3523,Bachelors,2017,Bangalore,3,36,Male,No,3,0
3524,Bachelors,2012,Bangalore,3,40,Male,No,1,0
3526,Bachelors,2015,Bangalore,3,31,Female,No,4,0
3527,Bachelors,2017,New Delhi,3,41,Male,No,2,0
3528,Bachelors,2015,New Delhi,3,31,Female,No,3,0
3530,Bachelors,2017,New Delhi,2,37,Male,No,0,0
3531,Bachelors,2012,Pune,3,39,Male,No,0,0
3532,Bachelors,2014,Bangalore,3,38,Male,No,3,0
3534,Bachelors,2013,Pune,3,36,Male,No,1,0
3535,Bachelors,2016,Bangalore,3,41,Male,No,3,0
3538,Bachelors,2012,Bangalore,3,39,Female,No,2,0
3539,Bachelors,2014,New Delhi,3,33,Male,No,3,0
3540,Bachelors,2012,Bangalore,3,32,Male,No,4,0
3542,Bachelors,2016,Bangalore,3,36,Male,No,2,0
3543,Bachelors,2016,Bangalore,3,31,Male,No,0,0
3544,Bachelors,2014,Bangalore,3,37,Male,No,4,0
3547,Bachelors,2017,New Delhi,3,35,Female,No,5,0
3549,Masters,2017,New Delhi,3,41,Female,No,2,0
3550,Masters,2017,New Delhi,2,36,Female,No,1,0
3551,Masters,2017,Pune,3,35,Male,No,1,0
3553,Bachelors,2015,New Delhi,3,33,Male,No,1,0
3554,Bachelors,2014,Bangalore,3,38,Female,No,4,0
3557,PHD,2015,Bangalore,3,31,Male,No,3,0
3558,Bachelors,2013,Bangalore,3,37,Male,No,5,0
